Variable,06/11/2016,06/18/2016,06/25/2016,07/02/2016,07/09/2016,07/16/2016,07/23/2016,07/30/2016,08/06/2016,08/13/2016,08/20/2016,08/27/2016,09/03/2016,09/10/2016,09/17/2016,09/24/2016,10/01/2016,10/08/2016,10/15/2016,10/22/2016,10/29/2016,11/05/2016,11/12/2016,11/19/2016,11/26/2016,12/03/2016,12/10/2016,12/17/2016,12/24/2016,12/31/2016,01/07/2017,01/14/2017,01/21/2017,01/28/2017,02/04/2017,02/11/2017,02/18/2017,02/25/2017,03/04/2017,03/11/2017,03/18/2017,03/25/2017,04/01/2017,04/08/2017,04/15/2017,04/22/2017,04/29/2017,05/06/2017,05/13/2017,05/20/2017,05/27/2017,06/03/2017,06/10/2017,06/17/2017,06/24/2017,07/01/2017,07/08/2017,07/15/2017,07/22/2017,07/29/2017,08/05/2017,08/12/2017,08/19/2017,08/26/2017,09/02/2017,09/09/2017,09/16/2017,09/23/2017,09/30/2017,10/07/2017,10/14/2017,10/21/2017,10/28/2017,11/04/2017,11/11/2017,11/18/2017,11/25/2017,12/02/2017,12/09/2017,12/16/2017,12/23/2017,12/30/2017,01/06/2018,01/13/2018,01/20/2018,01/27/2018,02/03/2018,02/10/2018,02/17/2018,02/24/2018,03/03/2018,03/10/2018,03/17/2018,03/24/2018,03/31/2018,04/07/2018,04/14/2018,04/21/2018,04/28/2018,05/05/2018,05/12/2018,05/19/2018,05/26/2018,06/02/2018,06/09/2018,06/16/2018,06/23/2018,06/30/2018,07/07/2018,07/14/2018,07/21/2018,07/28/2018,08/04/2018,08/11/2018,08/18/2018,08/25/2018,09/01/2018,09/08/2018,09/15/2018,09/22/2018,09/29/2018,10/06/2018,10/13/2018,10/20/2018,10/27/2018,11/03/2018,11/10/2018,11/17/2018,11/24/2018,12/01/2018,12/08/2018,12/15/2018,12/22/2018,12/29/2018,01/05/2019,01/12/2019,01/19/2019,01/26/2019,02/02/2019,02/09/2019,02/16/2019,02/23/2019,03/02/2019,03/09/2019,03/16/2019,03/23/2019,03/30/2019,04/06/2019,04/13/2019,04/20/2019,04/27/2019,05/04/2019,05/11/2019,05/18/2019,05/25/2019,06/01/2019
HOL_CHR_NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_LAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_MOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_NWY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_THK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOL_VAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRI_BAV_1500ML,0.37727542000000003,0.40560916,0.43704870999999995,0.42227484,0.37316334999999995,0.3931936,0.40491176,0.52094272,0.42195899,0.36599342999999995,0.29387696,0.19581053,0.34860186000000004,0.32508976,0.39796976,0.33380002,0.36601744999999997,0.6490080699999999,0.64238578,0.65059713,0.6238990700000001,0.59692651,0.42902714,0.39794985999999993,0.26845815,0.2900060200000001,0.36257957,0.33207585999999994,0.27832972,0.21732535000000003,0.36596893999999996,0.6224411599999999,0.70052821,0.71361867,0.7496641599999999,0.31463301,0.26010301,0.29565135,0.314467,0.30971457,0.34146771000000004,0.3227489,0.4669784799999999,0.29224384,0.29938235999999996,0.29345176999999995,0.28535333000000007,0.27448638,0.5620637799999999,0.5726452299999999,0.6258794200000001,0.64698815,0.47127915000000004,0.59822618,0.46982421999999996,0.6864814000000001,0.45458265999999997,0.6172265,0.50913095,0.5254311899999999,0.494601,0.36026763999999994,0.36135437,0.27617958,0.43819403,0.23318423000000002,0.21895768999999998,0.19338564,0.19398034,0.30610271,0.33372446999999994,0.4846305500000001,0.36892804,0.52851448,0.72140594,0.8035761600000002,0.63337498,0.4986402999999999,0.75382078,0.5454736099999999,0.51983321,0.46353894,0.6814138399999999,0.6457461399999999,0.8748302899999999,0.9981513499999998,0.9008749600000001,0.5825945100000001,0.27973956,0.32047815,0.29234163999999996,0.24420849000000003,0.19724980999999997,0.17647401000000001,0.22183906,0.26854679000000004,0.32964025999999996,0.35472777000000005,0.35719799999999996,0.31571273,0.56589049,0.5476171200000002,0.7409359000000001,0.6986719199999999,0.61006459,0.5578339499999999,0.50852993,0.55771134,0.47864231999999995,0.6779790299999999,0.6728594300000001,0.52533463,0.4738580500000001,0.4144866,0.26442623000000004,0.28021109,0.2991711899999999,0.23958853000000005,0.33346670000000006,0.17327229,0.15858529,0.17508862,0.41721289999999994,0.4005727699999999,0.6428314000000002,0.5240832900000001,0.5899872999999999,0.50177803,0.44912845,0.42079827999999997,0.51866356,0.44986245,0.44447598,0.43375766000000004,0.42860855999999997,0.61433713,0.55521714,0.52637208,0.7624702,0.44751189999999996,0.34890524,0.43592990000000004,0.35647730999999994,0.28804732,0.31145391,0.28952780999999994,0.27813738000000005,0.24665301,0.28857646,0.3391592,0.30914568,0.33670738,0.26570914,0.27878157000000003,0.40707066,0.33690136
IRI_BAV_750ML,0.55913965,0.59074577,0.50288699,0.43058141999999994,0.52196557,0.80869714,0.4762487299999999,0.38021596,0.4306791200000001,0.67178699,0.61693019,0.7736090100000002,0.77426189,0.9192714300000001,0.8338271800000001,0.7377251699999999,0.79322788,0.62873581,0.64105682,0.5193779199999999,0.51215325,0.62918511,0.67986689,0.62717629,0.56818365,0.50903073,0.6250311500000001,0.7255678799999999,0.63136771,0.51225212,0.7318113900000002,0.8961053999999999,0.9383201099999999,0.86873718,0.8211820000000001,0.9133930699999999,0.9309201100000001,0.7368488000000002,0.5998507000000001,0.51393097,0.55614856,0.58018383,0.49330942,0.34759746999999996,0.41083443000000003,0.30433034,0.22536155999999996,0.41122535000000005,0.55849982,0.56645753,0.30876978000000005,0.40798690000000004,0.59220182,0.60147422,0.6342130899999999,0.57979245,0.69552641,0.64904747,0.72952184,0.6124570300000001,0.4771867699999999,0.5141474100000001,0.4884758399999999,0.45635434,0.55676619,0.79526124,0.9961814800000001,0.6766861000000002,0.76908093,0.4640924099999999,0.43249304000000005,0.36129948,0.36220235000000006,0.41025572,0.5473511799999999,0.6079264500000001,0.5903672799999999,0.48892036,0.44671005999999996,0.4913631500000001,0.41887666999999995,0.38865085,0.5667737700000001,0.8529931999999999,0.6815930800000001,0.9541956400000001,0.89041604,0.66079024,0.6254062599999999,0.54888302,0.70225982,0.61340697,0.49366208,0.49347154,0.49126345000000005,0.30589825,0.58862131,0.44646268999999994,0.52088387,0.66490999,0.42870633999999996,0.35205148999999997,0.36683977,0.37312366999999996,0.49074664000000007,0.43561359,0.40600941999999995,0.54858154,0.44544381,0.49673719000000005,0.7599919,0.4633753500000001,0.60514921,0.8669123400000001,0.50948626,0.62069137,0.48821241000000004,0.50811629,0.5987643899999999,0.60322633,0.61884744,0.48168446000000004,0.39401883000000004,0.39161553,0.39742129000000004,0.46117269,0.68161893,0.59965453,0.6255346,0.4536469599999999,0.56168899,0.6364309199999998,0.50962606,0.4076501500000001,0.6709630799999999,0.79318218,0.76842372,0.95104869,0.8288526500000001,0.76017253,0.71989612,0.5296343099999999,0.51427658,0.45228595000000005,0.65427106,0.83484686,0.5919964600000001,0.58028877,0.5910451699999999,0.59570676,0.49898769,0.6149594399999999,0.47035276000000004,0.4346303899999999,0.34876999999999997,0.33445756000000004
IRI_TRD_DESEA,372582.55832853005,372077.8920133,372820.51634925,370270.85291291,372999.383778,376577.60543999996,381333.957009,381072.25603099994,378852.108484,385910.693631,376688.46418600006,383645.03581100004,381437.379745,373619.96123899997,358820.971113,378465.43559400004,384701.56251099997,397360.228521,390748.015447,380040.38053900003,391915.7796929999,386460.43441800005,383975.098839,386019.22032599995,384239.63668700005,385225.76272900007,384863.13409999997,382138.19593199994,393190.44041,393673.867586,358483.26051899994,381556.461144,378714.93917200004,375145.38218099996,378578.459921,388529.06948600005,383935.011677,378389.92349300004,378717.07948400005,382395.955963,378197.142515,381294.326543,383066.98586099996,380077.085525,386741.18283500004,398105.51617099997,363961.910186,387120.00992900005,385063.903735,386921.308495,387111.363343,389512.844439,369346.50963,375271.332401,371178.166316,386068.17293,374271.388916,366510.134927,367391.600006,365283.615503,363197.20058299997,363421.071106,377392.18193399993,370060.50960800005,371352.35570200003,384874.005342,398887.41573999997,358828.72740199993,366380.290261,364305.6398409999,364849.7924089999,366146.228412,366523.4633480001,367934.71833400003,365745.281588,364823.589974,364746.48854299996,365516.9029310001,363741.812334,363665.187932,363295.71881799994,365802.5679390001,371545.460327,363778.78308699996,370345.64695599995,370968.893742,365553.85607700003,359828.3836170001,366092.9478359999,362300.295538,358146.197487,366787.98103200004,378478.56958500005,367834.14709900005,367158.822112,385045.73740499996,370159.87339100003,360308.205836,373839.96777999995,369949.262197,366574.459081,367499.909059,364803.084146,367295.32727499993,353687.964117,348267.807636,351618.34938299994,339278.0062930001,348346.25937199994,352529.2917929999,346891.4750439999,349261.160624,353567.723088,346285.2672709999,341536.385952,341911.486703,342827.296587,337123.06551700004,337908.6452779999,358322.8690609999,344535.1794,333951.16378700006,340019.224241,349430.42321000004,337177.78907,341221.8793009999,345896.651641,344774.22186600004,346630.906843,344874.366366,347012.085613,349813.648197,339130.87294000003,336140.59653299995,365588.3112359999,350281.7878420001,346556.44588,349502.75623500004,351484.71605300007,347259.578952,345589.072541,354926.813144,358753.7550669999,346433.09517499997,338941.320001,346488.55851899995,345391.224071,330494.20918999997,338715.975848,337203.310024,357815.154064,338547.75996799994,343978.669251,341195.81452599994,343702.584558,338808.86039499997
IRI_WBR,1473.4175565399996,1459.7848288899997,1430.9855301599998,1583.8610604300002,1588.7307591,1521.8057723400004,1580.7983968600001,1508.6973140399998,1574.74870699,1527.5157070399998,1534.50276842,1567.08711611,1457.7562180199998,1552.3656045499997,1447.85238693,1460.2417929099997,1400.68872302,1371.1131192900002,1405.73561698,1328.7463384799996,1321.7540691899999,1343.58590424,1404.2703864199998,1507.4768421899998,1418.0248199100001,1534.1205856099998,1357.13776818,1364.5037187799996,1333.2400769799997,1380.2830267000002,1276.14178093,1296.31082901,1211.69431801,1180.9355634199999,1214.25112059,1293.1538878700003,1243.4319803699998,1312.20951018,1420.87234402,1378.5505022600003,1367.73907313,1394.97827998,1328.3460256199996,1505.20081805,1503.4268009900002,1515.22409253,1559.1015731100003,1629.7698646399997,1551.1738368100002,1593.79272247,1594.8145731,1582.35130238,1572.8273911000003,1626.61348676,1569.34618976,1617.53001109,1553.2049629699998,1483.96761526,1522.37763833,1470.2085010499998,1578.04031689,1490.5220041,1462.4858756200001,1532.132154,1562.25966984,1526.1413929699997,1431.4513260100002,1503.05900609,1478.99853828,1490.6876409800002,1546.15587873,1397.5276539299998,1462.16045558,1423.93396113,1395.8845116300001,1438.60643204,1382.05996885,1473.2799091999996,1357.82759325,1404.2891474299997,1419.92090572,1382.60083342,1266.8241944,1276.68045937,1264.0649151799998,1132.6759484899999,1181.26209677,1261.88963006,1300.1370173700002,1383.1633015000002,1409.6338052299998,1394.1319618500002,1436.66765685,1479.28863623,1461.3014278500002,1447.0283981000002,1387.7018631100002,1370.52345979,1472.3005759900002,1430.25090893,1523.2627404700002,1487.19894684,1491.48444391,1435.4549785399997,1405.3760882000001,1479.3932462099997,1437.80934012,1480.99093926,1444.70269738,1353.4371540900001,1293.90806862,1404.45648966,1454.74155174,1415.12822493,1505.36692698,1522.6618088200003,1569.9150463899998,1491.81195765,1458.72151045,1524.3880491700002,1433.2255294200002,1498.2419194,1403.42822558,1395.7731887500001,1252.07369453,1363.99542019,1373.0701894200001,1520.6473344499998,1430.6387117100003,1500.2764494,1429.2733119900004,1455.5200556900004,1440.6515149699999,1423.1620675399997,1388.6140574900003,1346.7254347499997,1276.8242633799998,1263.39442792,1145.1152404700001,1241.39130539,1262.4927953600002,1330.58230551,1361.7884645299998,1451.82908348,1385.3976138499997,1384.30127337,1433.06332427,1410.0740136,1424.26643321,1418.82816435,1391.0055411600001,1429.3981848900005,1602.89234796,1589.03939879,1530.58606204,1535.2220852
IRI_pctAT,679.437086,745.35081,696.5964699999998,723.0897490000001,718.507169,785.2435989999999,741.301124,798.261833,666.9778309999999,671.958068,698.085145,712.8878,741.674722,801.2711090000001,842.0602130000002,756.5629120000001,770.9398990000001,840.26675,835.29985,810.138647,819.0517619999999,851.7287100000001,863.7652300000001,868.6379949999998,846.6211349999999,751.6117409999999,737.5025129999999,784.6907820000001,835.2272890000002,893.423662,697.009615,695.1989964399999,693.38837785,691.5777592900001,689.7671407099999,687.9565221500001,686.14590356,684.3352849999999,767.369573,818.034849,774.0780570000001,725.1188099999999,714.486952,599.2626540000001,570.167739,467.286761,577.615789,626.20218,754.6775719999999,704.7096690000001,752.736478,749.879725,763.699465,749.408403,739.348247,654.3399499999999,769.805267,708.2424139999999,624.352244,709.374382,605.297644,705.763056,689.31069,722.071196,665.001301,752.9282679999999,629.7739039999999,664.2746359999999,614.7680539999999,677.669297,694.803578,754.9103950000001,733.869624,748.7001170000001,813.5773859999999,833.7659800000001,818.0539729999999,795.2215760000001,863.0266140000001,896.1411949999999,913.075385,939.0331769999999,775.90502,750.0141102899998,724.12320058,698.2322908700002,672.34138113,646.4504714200001,620.55956171,594.6686520000001,536.9749039999999,601.7394569999999,619.786386,652.9185550000001,682.999532,544.770902,569.3154390000001,549.423459,589.757301,626.0619090000001,775.347835,770.5223490000001,776.2777399999999,754.499743,884.813458,800.3381099999999,806.013284,736.3633299999999,791.992616,813.6702990000001,713.060681,646.864849,652.13235,603.6806690000001,631.8557169999999,721.3316530000001,589.5366260000001,727.8173350000001,639.9330349999999,730.33114,675.7256140000001,703.057659,653.183812,600.285345,695.31512,706.1557139999999,819.7252029999999,839.212038,821.727837,766.290494,889.9142620000001,903.1515890000001,953.890151,930.2030019999997,961.160508,933.6542010100001,906.1478939900001,878.6415870000001,851.1352800000002,823.6289730099999,796.1226659899999,768.6163589999999,790.8422510000001,696.186751,608.9125450000001,703.3951839999999,602.518002,664.787077,692.0695000000001,590.1082179999999,636.448956,747.600452,706.5692339999999,760.051195,733.954173,724.7157090000001
IRI_pctFD,23.275892999999996,34.955612,62.319047999999995,114.842999,61.540108000000004,52.427158999999996,22.718249,117.511424,38.960574,40.621924,28.049519,108.05121299999999,120.09609300000001,49.011002,172.297721,15.501367,83.518864,77.81047400000001,94.404766,28.880864,144.650346,89.434151,80.52012,58.141296000000004,79.22414599999999,62.054379999999995,162.382699,103.898457,117.16541000000001,19.071929,213.93862299999995,195.56674656,177.19487015,158.82299371,140.45111728999998,122.07924084999999,103.70736443999999,85.33548800000001,112.32066999999999,3.874401,47.795129,18.580569,104.486277,80.487465,88.533649,73.984555,112.37600600000002,58.718163000000004,62.460162999999994,55.826594,78.730229,75.639161,23.275892999999996,34.955612,62.319047999999995,114.842999,61.540108000000004,52.427158999999996,22.718249,117.511424,38.960574,40.621924,28.049519,108.05121299999999,120.09609300000001,49.011002,172.297721,15.501367,83.518864,77.81047400000001,94.404766,28.880864,144.650346,89.434151,80.52012,58.141296000000004,79.22414599999999,62.054379999999995,162.382699,103.898457,117.16541000000001,19.071929,213.93862299999995,195.56674656,177.19487015,158.82299371,140.45111728999998,122.07924084999999,103.70736443999999,85.33548800000001,112.32066999999999,3.874401,47.795129,18.580569,104.486277,80.487465,88.533649,73.984555,112.37600600000002,58.718163000000004,62.460162999999994,55.826594,78.730229,75.639161,23.275892999999996,34.955612,62.319047999999995,114.842999,61.540108000000004,52.427158999999996,22.718249,117.511424,38.960574,40.621924,28.049519,108.05121299999999,120.09609300000001,49.011002,172.297721,15.501367,83.518864,77.81047400000001,94.404766,28.880864,144.650346,89.434151,80.52012,58.141296000000004,79.22414599999999,62.054379999999995,162.382699,103.898457,117.16541000000001,19.071929,213.93862299999995,195.56674656,177.19487015,158.82299371,140.45111728999998,122.07924084999999,103.70736443999999,85.33548800000001,112.32066999999999,3.874401,47.795129,18.580569,104.486277,80.487465,88.533649,73.984555,112.37600600000002,58.718163000000004,62.460162999999994,55.826594,78.730229,75.639161
IRI_pctTA,1356.7908400000001,1289.5686589999998,1288.1901780000003,1376.754795,1385.3032139999998,1385.129506,1383.985701,1385.900561,1384.684977,1383.09294,1384.1199550000001,1386.2323299999998,1388.1880610000003,1388.825731,1389.1686959999997,1388.742816,1389.33052,1388.503862,1389.453465,1389.3801120000003,1390.019814,1388.6652129999998,1388.096011,1388.962959,1391.4935169999999,1387.4579620000002,1388.9777430000001,1390.920792,1393.30297,1393.994958,1389.1599960000003,1388.288748,1388.3047740000002,1388.236052,1388.1361670000001,1389.4640610000001,1389.3009749999999,1387.122316,1387.4699280000002,1386.2001750000002,1385.594905,1384.511199,1386.744151,1384.4321189999998,1388.37735,1377.1622570000002,1383.5112220000003,1386.8016409999998,1386.822897,1386.3831750000002,1385.988208,1384.9516649999998,1384.176147,1384.6028529999999,1383.1603920000005,1385.4496900000001,1384.26407,1383.6957129999998,1382.9456500000003,1385.95056,1383.5267949999998,1384.2144850000002,1384.6200889999998,1383.50965,1384.795349,1383.0698419999999,1385.028298,1383.693048,1385.259483,1384.654328,1382.2308879999998,1381.0217920000002,1379.087197,1383.214291,1372.3879720000002,1387.1130309999999,1388.329185,1383.8145549999997,1385.660456,1387.613161,1390.459371,1392.0455459999998,1389.137748,1384.2154110000001,1381.805615,1379.663804,1383.945908,1386.085238,1387.559922,1383.7231590000001,1384.3018060000002,1383.8801640000001,1382.860156,1382.6532849999999,1387.3201060000001,1383.254511,1383.355238,1382.837489,1381.733658,1381.7171360000002,1385.8007749999997,1384.0174550000002,1384.3545000000001,1381.1370699999998,1381.499428,1383.2927260000001,1381.709852,1384.355981,1383.15137,1382.290009,1382.4579289999997,1382.1029230000001,1380.6809240000002,1381.090684,1381.101047,1380.568917,1381.9735979999998,1383.4055279999998,1379.721418,1381.737448,1383.212695,1381.5521070000002,1380.5760340000002,1380.0140530000003,1382.798862,1379.5987060000002,1380.758128,1385.8710780000001,1386.5535929999999,1383.270008,1383.369553,1384.676833,1387.6232459999999,1389.3231110000002,1386.44987,1381.6784209999998,1381.2198700000001,1381.6354869999998,1381.623259,1381.923389,1385.609525,1383.167623,1379.342824,1380.734959,1381.8207,1377.021536,1378.002755,1379.904612,1378.450798,1381.620738,1381.0683800000002,1378.351455,1382.452709,1381.193582,1379.6657999999998,1378.481407
