Period,Geography,TAS_SPD__APL_0.70|0.6|0,DEP_ALL__PVAL_3|3,LTV_30B_17__PVAL_3|5,LTV_30B_18__PVAL_3|5,LTV_30B_19__PVAL_3|5,MAS_SPD__PVAL_3|3,SUP_VID__PVAL_3|5,IRI_pctTD__PVAL_5|3#LAG_2,IRI_BAS_PRC_1500ML__RA_7,IRI_BAS_PRC_750ML__RA_5,HOL_CHR_NEW,HOL_LAB,HOL_MEM,HOL_MOT,HOL_NWY,HOL_THK,HOL_VAT,IRI_BAV_1500ML,IRI_BAV_750ML,IRI_TRD_DESEA,IRI_WBR,IRI_pctAT,IRI_pctFD,IRI_pctTA,IRI_pctTF,SEA_IRI_CORE_1,WBR_TRD,Intercept,Predicted,IRI_EVO
02/04/2017,Total,155.72007804368934,1924.9384954927077,4753.46251859181,0.0,0.0,84.6025958699413,347.7524708098043,3615.515814896792,-1308.3087505142173,-1420.2940108819012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0668375619143,1490.938660635601,4889.4725623442155,80.74276928426221,2523.90562075216,556.4051089629355,4330.060313431751,2490.844331087315,22922.999213415722,-286.02459606457535,2159.8394053287566,50976.63943904868,51688.28504
02/11/2017,Total,162.1658992617234,1924.1080715800304,1603.6271062605201,0.0,0.0,76.54544049275125,663.5914038707979,3648.813044683507,-1310.247886392422,-1419.8171125798904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0993615339905,1554.4929723895846,4989.396590577498,90.74604641114865,2451.8728648216766,436.72114179264065,4337.265338725251,2054.7664374076217,22992.522389804933,-286.1670216148934,2159.8394053287566,46713.34149435523,47829.812563
02/18/2017,Total,167.80894001096868,1924.656577860246,536.2132703147935,0.0,0.0,69.70612849339449,278.86793012837325,3688.997136948651,-1311.5500236599473,-1424.1936681865286,0.0,0.0,0.0,0.0,0.0,0.0,4755.518154978281,461.5706874665623,1824.841182207577,4955.291584556202,82.5697720943617,2379.840108753532,317.0371747439801,4334.419832591117,1618.6885434881588,23062.045586420652,-286.06532570505107,2159.8394053287566,49596.102998834074,49663.73321200001
02/25/2017,Total,172.88748907328463,1925.8825095676686,177.36449229569013,0.0,0.0,63.647848231375804,116.39853223047254,3731.3415372788213,-1315.1357642811502,-1428.4957936093278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0028327740588,1053.7679706041417,4876.823005735397,92.83451697580503,2307.8073528230493,197.35320757368527,4329.126631501866,1182.6106498084653,23131.56876320198,-285.94778974482193,2159.8394053287566,43055.67739736921,43132.777345999995
03/04/2017,Total,171.12883159427918,2034.7997270066091,92.56040983025396,0.0,0.0,59.92913764579129,57.214232614293245,3773.135645689405,-1316.837213483713,-1430.5705500576255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.830027552525,977.0078414608579,4898.235966132959,102.94061932514707,2576.903915408001,303.25811940332215,4333.408222488143,1654.0915235861132,22552.153313046823,-285.98050628865093,2159.8394053287566,43379.048668283285,41948.001234999996
03/11/2017,Total,165.82411517608642,2131.735892227372,42.02399347661078,0.0,0.0,57.59954531965509,32.33117257997402,3812.7280586207994,-1316.7801959691578,-1433.8251797359744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0676473329514,677.4983831419999,4942.580439627246,98.2675771568543,2783.8892942050197,20.93012604087057,4325.850158353981,401.9631871786721,21695.700720261266,-286.03543686185424,2159.8394053287566,41073.18890346112,40571.20581500001
03/18/2017,Total,162.01917733586924,2163.1226844860716,15.45976323596766,0.0,0.0,55.871486511286065,23.99423520117786,3647.0384438974406,-1319.6819023995865,-1436.2773708402983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.1027181589421,707.7668927268217,4894.8102622029965,95.50484920787403,2747.332807989489,147.52139658106094,4319.012824280939,460.10415484268293,21519.89029570782,-286.05622350297256,2159.8394053287566,40928.375900952335,40532.50279800001
03/25/2017,Total,159.30249385037314,2174.3812112371943,5.6873290598906845,0.0,0.0,54.59531297974207,30.666261346245445,3444.0220194510007,-1322.7410532240808,-1439.079193330336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.312025470125,668.8525218487057,4926.968920217882,100.12795198075791,2682.9600433379983,34.56547815125543,4321.661544520994,560.3651399878994,20859.39440275587,-286.12427080783874,2159.8394053287566,39933.75754416243,39572.407044
04/01/2017,Total,154.13279544935006,2149.6665713287643,2.0709658360464096,0.0,0.0,54.84852573869106,16.104152641591313,3340.0967616297276,-1324.3356144313962,-1440.140507599652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.4922112982322,680.0196104771888,4965.961434384198,92.01776452968905,3191.282977624549,521.7409179255736,4331.598355898983,2101.352248796016,21657.9550824352,-286.0969357309456,2159.8394053287566,43744.60672356056,42305.851589000005
04/08/2017,Total,129.5445427669293,1874.3442940222715,0.43896249452333086,0.0,0.0,61.81991106296286,5.9243846327483745,3485.7184669038015,-1325.9180575330447,-1441.8431245610755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.6052702477234,639.0306293129605,4908.651772272024,106.51748885529426,2375.9659160502815,355.7203743680978,4325.203627147893,1118.8816625045424,20582.947701460715,-286.022667402632,2159.8394053287566,39863.37055993477,39012.564465
04/15/2017,Total,110.10398208897888,1741.7776564548976,0.1614852771804473,0.0,0.0,65.75005791427112,2.1794587278945468,3520.3361088503825,-1326.595770671765,-1444.0414682300798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.3312995179461,922.9315852600864,5028.095348065437,104.97291172532022,2350.3274243488627,297.7547772688673,4331.737361722395,1314.6271938643363,21905.28379821729,-286.2176452945574,2159.8394053287566,41665.3549704365,42355.383890000005
04/22/2017,Total,94.85185627915355,1668.7894152492152,0.059407113526728283,0.0,0.0,68.13294564911394,0.8017783115623478,3576.65788994182,-1327.4923979981236,-1447.0442127134875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.5183683254579,619.6800715256812,5170.112668702205,102.6846364223617,1845.1979934903807,239.2621551398382,4317.866558521891,1406.432172308494,21044.890935244963,-286.0235521053284,2159.8394053287566,40222.21809473748,37683.997332000006
