Variable,Coefficient,Std. Error,T Stat,Pval,Lower 95%,Upper 95%,VIF,Scale
TAS_SPD__APL_0.70|0.6|0,0.016891069542348158,0.14083617157847772,0.11993417140664035,0.9046906100605928,-0.25940133186028125,0.29318347094497754,2.7056147664457066,
DEP_ALL__PVAL_5|3,101.81444885111021,759.0375204913286,0.1341362529551968,0.8934688430972326,-1387.2653588486262,1590.8942565508466,1.6046380311568746,0.00034353192554003687
LTV_30B_17__PVAL_4|5,1.4556764050506416e-07,9.737077698360048e-08,1.4949828379163612,0.13695206793642498,-4.545434978134377e-08,3.365896307914721e-07,1.5055833267479064,5.451570582038569e-05
LTV_30B_18__PVAL_3|5,1820.9725184511356,324.1622096708851,5.617473178936958,8.755025375691901e-08,1185.031095518858,2456.913941383413,1.1857372238338961,5.394486197477909e-05
LTV_30B_19__PVAL_5|5,1043.6848841742085,190.01821314269776,5.492551829178783,1.58924612450983e-07,670.907153630902,1416.462614717515,1.3213910962487143,5.07492998795753e-05
MAS_SPD__PVAL_5|4,10.142279179830192,93.70883166812779,0.10823183897702761,0.9139517680094427,-173.69570678668416,193.98026514634452,1.683614932256541,0.004906420656554315
SUP_VID__PVAL_3|5,96.4296830998187,280.3965938856438,0.34390461654162,0.731384103418885,-453.6523547849813,646.5117209846187,2.15789623653277,1.1699027997957818e-05
IRI_pctTD__PVAL_3|3#LAG_2,677.6644890854076,326.356887921094,2.0764522342462466,0.03950288561295484,37.41754636187056,1317.9114318089446,3.0715892458347924,
IRI_BAS_PRC_1500ML__RA_7,-0.8839319782397337,25.897965164789174,-0.03413132933862796,0.9728163396086363,-51.69056003851796,49.922696082038485,3.274894149831279,
IRI_BAS_PRC_750ML__RA_5,-1.2902999968823061,16.354165203512387,-0.0788973317088168,0.93721605082697,-33.373901293129634,30.793301299365023,3.413354629657648,
HOL_CHR_NEW,282.58341143099665,161.3669669691008,1.7511849961529418,0.08189219441279062,-33.98630436895297,599.1531272309462,2.722893340017694,
HOL_LAB,20.48486675537798,101.60057900246045,0.20162155527560427,0.8404769550346699,-178.8351491316286,219.80488264238454,1.0794281091271296,
HOL_MEM,5.0967862940037945,128.1435307287058,0.03977404294247411,0.9683244549707379,-246.29519228954558,256.4887648775532,1.1522129715171583,
HOL_MOT,0.0,126.22954419526079,0.0,1.0,-247.63711980223735,247.63711980223735,1.1180504902898247,
HOL_NWY,0.0,105.38488173125668,0.0,1.0,-206.74406098035828,206.74406098035828,1.1613362500307223,
HOL_THK,133.17284821915817,142.79095451830756,0.9326420477291772,0.3524553114122808,-146.954446354829,413.30014279314537,2.1320763406839385,
HOL_VAT,0.0,105.86071942181589,0.0,1.0,-207.67755936169723,207.67755936169723,1.171847342837537,
IRI_BAV_1500ML,1932.449119718505,1232.0578732740437,1.5684726843092662,0.11881008786443359,-484.6020160702676,4349.500255507278,2.76995614360665,
IRI_BAV_750ML,3183.831199465484,1352.7279081287886,2.353637549970886,0.019845461093202264,530.0495892986974,5837.612809632271,1.6807236603732187,
IRI_TRD_DESEA,0.017399130382635904,0.026238134762510627,0.663123752512164,0.5082362746119276,-0.0340748423944522,0.068873103159724,4.357931236834817,
IRI_WBR,0.09401340746426266,6.125249920057131,0.015348501480146264,0.9877738868585948,-11.922501885702593,12.110528700631116,2.7002065365048646,
IRI_pctAT,2.8099611714707717,1.6229180491408115,1.7314251776042495,0.08536568069980917,-0.3738794573333477,5.993801800274891,1.9356701376725447,
IRI_pctFD,2.393728373185017,1.9525291258583188,1.2259629531174085,0.22207196528069806,-1.4367432659234423,6.224200012293476,1.933453898340054,
IRI_pctTA,0.0,46.57160800640716,0.0,1.0,-91.36418058696025,91.36418058696025,1.6366335089729718,
IRI_pctTF,3.998662813216845,0.8637308611883365,4.629524071555592,7.701427657367953e-06,2.3041956097377394,5.69313001669595,1.5670088483957902,
SEA_IRI_CORE_1,1226.007033338869,541.0668302600251,2.2659068432446254,0.024841432347782865,164.54212573486006,2287.471940942878,4.992300213015352,
WBR_TRD,-0.10734960662172824,274.43479849421834,-0.0003911661611819604,0.9996883975539216,-538.4935372925244,538.278838079281,1.3688653195674405,
Intercept,402.8831288560487,27892.737726383264,0.014444015241822908,0.9884943189407236,-54317.08974275706,55122.85600046915,,
