Variable,Coefficient,Std. Error,T Stat,Pval,Lower 95%,Upper 95%,VIF,Scale
TAS_SPD__APL_0.70|0.6|0,0.006677207893920289,0.06839935525685806,0.09762091863067376,0.9223594336501264,-0.12750864724897015,0.14086306303681073,2.2004603051646563,
DEP_ALL__PVAL_5|4,41.46496628151499,273.8988537686459,0.15138787808341542,0.8798666054755,-495.8698050417597,578.7997376047897,1.8223954973524863,0.00034353192554003687
LTV_30B_17__PVAL_3|5,9.250513906887637e-08,7.245411521622492e-08,1.2767409938388337,0.2036031536041815,-4.9635344162299174e-08,2.3464562230005192e-07,1.3259090589494549,5.451570582038569e-05
LTV_30B_18__PVAL_3|5,733.7295839683946,165.50452072506752,4.433290285691048,1.7485821050922264e-05,409.0428152099903,1058.416352726799,1.0657501230945745,5.394486197477909e-05
LTV_30B_19__PVAL_3|5,743.011884070454,178.46397586089412,4.163371798068668,5.1864913901724477e-05,392.90125622658763,1093.1225119143205,1.239186854966871,5.07492998795753e-05
MAS_SPD__PVAL_3|5,11.26489466041865,63.30596397194429,0.17794365575747312,0.8589995700319348,-112.92874545972899,135.45853478056628,1.635096340496262,0.004906420656554315
SUP_VID__PVAL_3|5,38.119613419863434,148.28917349073205,0.25706268719776687,0.7974713051161743,-252.794087134225,329.03331397395186,2.081018605959378,1.1699027997957818e-05
IRI_pctTD__PVAL_4|5#LAG_2,270.11649549697967,152.7337776216889,1.768544585900571,0.07893695184815396,-29.516629441219038,569.7496204351784,1.7899584673282434,
IRI_BAS_PRC_1500ML__RA_7,-0.5034901413234549,8.379121651160384,-0.06008865395261674,0.952162431292139,-16.941650996568217,15.934670713921308,3.639498056564343,
IRI_BAS_PRC_750ML__RA_5,-0.5039839465084205,4.367629577342168,-0.1153907256977387,0.9082847834040346,-9.072399651337411,8.064431758320572,3.1028033031698317,
HOL_CHR_NEW,209.86454352294942,92.29676833115606,2.273801643519806,0.0243506570578246,28.79674341090592,390.9323436349929,3.0714703776162406,
HOL_LAB,79.24016288380342,56.64747077274108,1.398829670643195,0.1638618528734244,-31.890845278148703,190.37117104575555,1.1570027449556246,
HOL_MEM,0.0,73.33700900975133,0.0,1.0,-143.87254427531548,143.87254427531548,1.3012410622398516,
HOL_MOT,43.18996480638101,67.94968178198334,0.6356168811055817,0.5259634798476931,-90.1137209135003,176.49365052626234,1.1170850165368438,
HOL_NWY,0.0,56.569953019189605,0.0,1.0,-110.97893383303484,110.97893383303484,1.1538383710958995,
HOL_THK,85.25991756284654,73.45655561088252,1.1606849362021456,0.24755456408052154,-58.84715323456808,229.36698836026116,1.9455144552578447,
HOL_VAT,0.0,55.84021747776289,0.0,1.0,-109.54733864786407,109.54733864786407,1.124262029967131,
IRI_BAV_1500ML,1173.8667202587392,654.0418191701078,1.7947884765965272,0.07463607041676379,-109.23252058904745,2456.965961106526,2.024196843197826,
IRI_BAV_750ML,897.8858437914633,633.8976019006767,1.4164525013176341,0.15864963809043972,-345.6944716171573,2141.466159200084,1.5943965956024977,
IRI_TRD_DESEA,0.012808951697651127,0.024040755955412975,0.5328015359170553,0.5949340062013462,-0.03435420333567324,0.059972106730975486,3.5485603753146933,
IRI_WBR,0.01441863297226483,1.038247582423027,0.013887470788629348,0.9889376167537833,-2.022415474225022,2.0512527401695517,4.448949168541512,
IRI_pctAT,1.337880032536186,0.6113076174282435,2.188554492686702,0.03012576869795557,0.13861674866558027,2.537143316406792,2.409319242637308,
IRI_pctFD,1.1777596433652797,1.3309494716633112,0.884901845216868,0.3775802296914538,-1.433297030143538,3.7888163168740974,1.3040584072682941,
IRI_pctTA,1.6621244720085169,6.2809976254310955,0.26462746384089536,0.791648021508406,-10.65993666956095,13.984185613577983,1.3530406997032407,
IRI_pctTF,3.1283682640510726,0.9466744550558455,3.3045871760282433,0.0011815460834431566,1.2711823181227044,4.9855542099794405,1.5440703163202565,
SEA_IRI_CORE_1,483.82605944350234,193.9852029387257,2.494138996758062,0.013675459521813963,103.26588831834908,864.3862305686556,6.187947678260971,
WBR_TRD,-0.04283836118655642,39.65409505118763,-0.0010803010667941953,0.9991394337469319,-77.83624203259852,77.75056531022541,4.6698212347603745,
Intercept,42.43656738305959,3663.8734497298647,0.011582432626374805,0.9907736568897998,-7145.350366296256,7230.223501062375,,
