Period,TAS_SPD__APL_0.75|0.6|0,DEP_ALL__PVAL_3|3,LTV_30B_17__PVAL_3|5,LTV_30B_18__PVAL_4|5,LTV_30B_19__PVAL_3|5,MAS_SPD__PVAL_3|3,SUP_VID__PVAL_3|5,IRI_pctTD__PVAL_5|5#LAG_2,IRI_BAS_PRC_1500ML__RA_5,IRI_BAS_PRC_750ML__RA_7,HOL_CHR_NEW,HOL_LAB,HOL_MEM,HOL_MOT,HOL_NWY,HOL_THK,HOL_VAT,IRI_BAV_1500ML,IRI_BAV_750ML,IRI_TRD_DESEA,IRI_WBR,IRI_pctAT,IRI_pctFD,IRI_pctTA,IRI_pctTF,SEA_IRI_CORE_1,WBR_TRD,Intercept,Predicted,IRI_EVO
06/11/2016,5.228208653762982,86.89707831771352,0.0,0.0,0.0,12.027243351325415,0.0,0.0,-136.51100964817158,-158.75684573354462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.79291944253887,43.70024448626663,415.12016308388314,9.870665026449634,229.20465523513383,30.321466766646683,0.0,45.76730702298348,1787.4244504400306,-32.47712838256674,507.4062495430279,3018.01566760548,3144.331724
06/18/2016,7.314350047707996,127.42540744030855,0.0,0.0,0.0,16.718964506480265,0.0,0.0,-136.7012336946242,-158.0782291856278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.40323260388243,65.3151742613236,421.22436942247833,9.751984219114014,288.52661237517253,3.2302749991321322,0.0,16.581965774616144,1869.1678570655404,-32.42915129850456,507.4062495430279,3245.8578280800275,3208.873264
06/25/2016,8.645735728652125,146.3276021213257,0.0,0.0,0.0,18.54916323947339,0.0,292.62752270786655,-136.7395928483214,-157.62837484505158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.93706817751996,40.24991903304022,414.12583420664197,8.409556725901552,237.9810033140226,42.42212757040737,0.0,138.15631282710527,1799.6725997981055,-32.497866538152046,507.4062495430279,3712.644860761565,3376.632774
07/02/2016,9.934221259400184,152.6241600075276,0.0,0.0,0.0,18.580114928882384,0.0,276.9668108878948,-136.16653588776583,-157.28007892192693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.10713583986643,53.54915888679496,436.23670949473194,10.184093019172007,332.79111951175224,76.26113690642431,0.0,85.82193863313901,2066.5022651148174,-32.52016244915929,507.4062495430279,3850.9983367745795,3093.745506
07/09/2016,11.680918391430383,149.24477071892554,0.0,0.0,0.0,16.439290347191033,0.0,369.1155918884117,-135.6595788793677,-156.9497099647895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08252173407533,111.89286146881975,410.93778540243915,10.544199036283034,335.4703163031499,0.06843119209475575,0.0,2.588621981356942,1774.874159498303,-32.47221375996067,507.4062495430279,3441.264214901391,2824.124167
07/16/2016,12.883675495196947,147.43078434765496,0.0,0.0,0.0,15.113034131545865,0.0,375.8998041803686,-135.06106966413608,-156.8346329513485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.2212806452287,215.2280997531884,421.7400198114792,9.036077316974955,354.73863544759945,2.184658336970918,0.0,8.993443178101659,2036.4779048815035,-32.52678142392475,507.4062495430279,3938.9311830294323,3576.717237
07/23/2016,13.738598171539882,146.4570755586081,0.0,0.0,0.0,14.2914088911617,0.0,380.90386309740336,-134.4377200879127,-157.0476764036845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0563167159771,204.31851417723234,421.63739767621274,8.368864975838742,343.0883507046519,26.104270540948328,0.0,194.67157980262186,2045.3305688742134,-32.545513119209275,507.4062495430279,4148.342149118631,3690.598017
07/30/2016,14.357158758496517,145.93440735733404,0.0,0.0,0.0,13.782405955131903,0.0,385.68449669095776,-134.19816860634393,-157.5387020969218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6731590024481,135.01131851404202,426.5476182793189,8.72226314446676,307.9039897944999,43.10741366465724,0.0,165.82959496381653,1927.240438129547,-32.51102491603043,507.4062495430279,3917.952618178449,3446.411025
08/06/2016,12.921211839196035,153.1045838388973,0.0,0.0,0.0,13.673184528998577,0.0,390.7451614508861,-135.08460143231525,-158.10494134104442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.93403263929952,80.61534606779894,414.85424773921676,8.042567468734068,244.4290155202222,34.136407113294425,0.0,157.44881724173948,1811.3733210201472,-32.5341743238087,507.4062495430279,3673.96042891429,3560.757895
08/13/2016,11.41574146491766,157.64965865134414,0.0,0.0,0.0,13.641010146047122,0.0,374.14913947175745,-136.13889086883975,-158.62079059252446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.38993572853502,32.44258876474684,412.63906633526716,10.424633854802801,191.26811100061084,0.09219982536644514,0.0,13.677866154957396,1909.6373245976633,-32.548224828679466,507.4062495430279,3456.5256192490006,3117.798919
08/20/2016,10.193546366122389,159.7932490231305,0.0,0.0,0.0,13.621528016066675,0.0,247.26718304881788,-136.18494613734018,-158.9417525100754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.534754197628864,17.919654199348546,424.01356408569933,11.20149834931267,210.21251540948265,0.0,0.0,13.278229802414131,1654.1101943118988,-32.5165553109684,507.4062495430279,2969.908912394567,2714.633394
08/27/2016,9.208663408763,160.80423059965364,0.0,0.0,0.0,13.609731216230035,0.0,213.19016919063972,-137.92710491626383,-158.31237986405117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48577872701898,30.15645047281733,415.49782656321383,10.899817223519157,258.7749275446642,0.538526587430756,0.0,0.523021536944315,1682.1752566117352,-32.57550733997017,507.4062495430279,3003.455657105373,2842.366692
