Period,TAS_SPD__APL_0.70|0.6|0,DEP_ALL__PVAL_3|3,LTV_30B_17__PVAL_3|5,LTV_30B_18__PVAL_4|5,LTV_30B_19__PVAL_3|5,MAS_SPD__PVAL_5|3,SUP_VID__PVAL_5|5,IRI_pctTD__PVAL_5|3#LAG_2,IRI_BAS_PRC_1500ML__RA_5,IRI_BAS_PRC_750ML__RA_5,HOL_CHR_NEW,HOL_LAB,HOL_MEM,HOL_MOT,HOL_NWY,HOL_THK,HOL_VAT,IRI_BAV_1500ML,IRI_BAV_750ML,IRI_TRD_DESEA,IRI_WBR,IRI_pctAT,IRI_pctFD,IRI_pctTA,IRI_pctTF,SEA_IRI_CORE_1,WBR_TRD,Intercept,Predicted,IRI_EVO
06/11/2016,4.150612473571882,61.60773088742732,0.0,0.0,0.0,9.617001793831129,0.0,0.0,-100.55257585693735,-110.56766471990177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2454517563767,59.285058787883244,317.5779061263609,7.297510876125558,212.27966604821307,10.045288486373856,0.0,86.79856156610354,1327.3868016799238,-23.040624296540113,448.08194468282386,2409.2126702916357,2478.683242
06/18/2016,5.70665397480355,90.34124462850953,0.0,0.0,0.0,10.088440119721811,0.0,0.0,-100.33786054133314,-110.72700351428867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.9559813608808,59.624621837387664,322.70131037878656,7.3255964879647815,248.1609596901266,17.868314432206947,0.0,69.88188541189169,1331.0429019499452,-23.036831708188167,448.08194468282386,2480.678159191239,2504.435582
06/25/2016,6.64322031840126,103.74240086568629,0.0,0.0,0.0,10.111550657588547,0.0,69.84323195311073,-100.36986519298603,-111.09491301563237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.64385744273106,81.59213816898955,323.5829827348484,6.918088758694979,254.6197893049326,0.731326894996909,0.0,37.54164550034634,1295.2214263240915,-23.030960279766514,448.08194468282386,2499.7778651188573,2534.617157
07/02/2016,7.555091052713797,108.2064939201378,0.0,0.0,0.0,10.007972326912498,0.0,109.55198194332893,-99.9779366694707,-111.4223239895918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.80572543174338,80.5436691243343,332.80144376449704,6.292030329018784,172.44511643360602,46.24763637512014,0.0,286.41765236815326,1428.8755011069263,-23.04568146808718,448.08194468282386,3022.386316732167,2989.506728
07/09/2016,8.849046496948127,105.81059626872495,0.0,0.0,0.0,9.274532980992253,0.0,148.2657237174712,-99.54237756946496,-111.803264628223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.44142164891215,67.64963076290226,333.1707494002173,7.656639857200602,241.5747288671605,0.22051623618192787,0.0,66.29582821723025,1318.0157933175474,-23.03523896042836,448.08194468282386,2584.9262712961963,2390.729368
07/16/2016,9.6839227168282,104.52452789498635,0.0,0.0,0.0,9.045830684458755,0.0,151.57747461045977,-99.14851608121,-111.92894540989842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.09551643241238,142.0775204884704,320.76691935127127,7.113543572686442,264.19771656798616,0.0,0.0,0.0,1329.9233771235165,-22.881735514548467,448.08194468282386,2624.1290971202434,2491.989851
07/23/2016,10.24076939458343,103.83419410932103,0.0,0.0,0.0,8.974516361324312,0.0,156.72137454387317,-98.95512993171769,-112.02568702583504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21789373873358,132.11391255759762,329.0941496242466,7.12813519513466,210.12372070624073,16.879243590033305,0.0,198.33481113662918,1315.7536543642889,-22.758050684938205,448.08194468282386,2743.7594523623393,2545.724952
07/30/2016,10.618820312040596,103.46363617445265,0.0,0.0,0.0,8.952278999746062,0.0,168.25304144856827,-98.56902769916796,-111.90952797247769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.66830637948647,122.62868730234652,327.22358378312475,6.049785805741469,204.06923220137895,16.533896563166458,0.0,283.18034934458893,1364.0772953301348,-23.028092033217433,448.08194468282386,2990.2942106227365,2774.402427
08/06/2016,9.288637528932245,108.54710171372456,0.0,0.0,0.0,9.044603947719652,0.0,170.6241317318343,-98.38156611093723,-111.90507347204172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.8658169137353,95.28154929127246,328.1753949021696,6.309127367612406,183.29165689608294,25.25361023955913,0.0,207.96956488438724,1379.9899397827637,-23.008344794405375,448.08194468282386,2876.4280955052327,2732.103617
08/13/2016,7.970595628741185,111.76943957973047,0.0,0.0,0.0,9.08667938605337,0.0,168.11588138552986,-98.3289380552605,-111.66978993334376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.63294300507762,68.90565616198047,323.59702484624273,7.138336927887115,203.26301981494632,0.24427762068130562,0.0,141.34522785461093,1256.1164556158767,-22.630248586111573,448.08194468282386,2535.638505935466,2443.023335
08/20/2016,6.954149411725255,113.28918847479747,0.0,0.0,0.0,9.098653847341032,0.0,160.68254041874079,-98.01703140507132,-111.45990991357925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.522558359927086,65.8966389823409,329.1590506193374,7.070720511023716,185.13755332932507,0.21101528025566793,0.0,142.53656604736295,1302.000963398491,-23.023945500918863,448.08194468282386,2556.140656543923,2464.993907
08/27/2016,6.179364580431189,114.00594768125616,0.0,0.0,0.0,9.102061677460823,0.0,154.17704792886286,-98.01162701217007,-111.17545334473895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73679744643748,69.96835848665509,327.0879377402312,7.281701446205683,211.0333475430834,35.25858712337434,0.0,136.83610755323178,1265.2432956947991,-23.04950471300143,448.08194468282386,2589.7559145149426,2483.813165
