Period,TAS_SPD__APL_0.70|0.6|0,DEP_ALL__PVAL_5|3,LTV_30B_17__PVAL_4|5,LTV_30B_18__PVAL_3|5,LTV_30B_19__PVAL_5|5,MAS_SPD__PVAL_5|4,SUP_VID__PVAL_3|5,IRI_pctTD__PVAL_3|3#LAG_2,IRI_BAS_PRC_1500ML__RA_7,IRI_BAS_PRC_750ML__RA_5,HOL_CHR_NEW,HOL_LAB,HOL_MEM,HOL_MOT,HOL_NWY,HOL_THK,HOL_VAT,IRI_BAV_1500ML,IRI_BAV_750ML,IRI_TRD_DESEA,IRI_WBR,IRI_pctAT,IRI_pctFD,IRI_pctTA,IRI_pctTF,SEA_IRI_CORE_1,WBR_TRD,Intercept,Predicted,IRI_EVO
06/11/2016,3.5801158054714546,88.71907240359144,0.0,0.0,0.0,9.503876966653493,0.0,0.0,-53.31194629886229,-89.42476359736698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.53245665671415,31.241916734370967,333.4254211262864,6.519218615203082,166.91876344767127,0.0,0.0,10.449789501698659,1212.8285488767358,-10.7239492762736,402.8831288560487,2141.141649817943,2340.567435
06/18/2016,4.9222812829762645,97.60600562394093,0.0,0.0,0.0,9.866714671587708,0.0,0.0,-53.12782129662664,-89.64537047162993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.737570576753,54.88501538328966,328.1304643529124,6.611703391925864,164.68954819135303,1.0609794080319146,0.0,17.62923263497979,1248.6548160643313,-10.734960662172824,402.8831288560487,2213.169308007701,2451.135916
06/25/2016,5.73011771457193,98.49620498530328,0.0,0.0,0.0,9.880566996491519,0.0,61.57772539848251,-53.14091814549679,-89.42475515880498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26674018143748,31.069193891799966,331.87274830766165,6.3434588107006045,149.04388670580815,35.45737441283761,0.0,118.51136079509192,1195.1833775101798,-10.734960662172824,402.8831288560487,2371.0152505999404,2444.715761
07/02/2016,6.5166529185317845,98.02269143730899,0.0,0.0,0.0,9.699157627055445,0.0,109.31474317550108,-53.202409571869296,-89.32560725545355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.38371227091712,30.106849073449528,336.6385571601172,6.442543320166171,130.6996368598237,42.45266019320274,0.0,227.5372656071718,1272.9915460789211,-10.734960662172824,402.8831288560487,2588.42616708872,2572.418458
07/09/2016,7.632755750818744,96.06561410149294,0.0,0.0,0.0,8.436853718668244,0.0,117.34426095042113,-53.14993254568611,-89.35624400954953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.98958078774359,49.028771789928825,335.38455328986686,6.211217162880689,157.05455773297106,12.292381659756494,0.0,137.34503865336637,1220.2949317097696,-10.734960662172824,402.8831288560487,2472.7225089463245,2551.543289
07/16/2016,8.352879243300015,95.72165027636129,0.0,0.0,0.0,8.13030698167838,0.0,122.88576066024369,-53.13615475981653,-89.31098918872888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.51089381629812,47.479487689956926,333.3748258470641,6.341224625318383,165.88952805982376,11.369307337032138,0.0,53.967660756195784,1192.08333290589,-10.732242033385129,402.8831288560487,2370.810601073281,2467.679432
07/23/2016,8.833188018197557,95.66119794735593,0.0,0.0,0.0,8.055862956766802,0.0,141.45429623948536,-53.015467646366076,-89.1140136298858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.42725317579323,37.28883997826778,342.2199478133806,6.4055079153434855,164.473119362004,3.616744042254572,0.0,23.669516712717638,1179.8332913100342,-10.733733441469925,402.8831288560487,2340.9586796099284,2458.209953
07/30/2016,9.159276293959095,95.65057259147383,0.0,0.0,0.0,8.037784546974338,0.0,146.70896767765763,-52.966192557702236,-89.41196376978588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.35421461214327,31.90224332514011,340.94121212323915,6.289461157173342,156.02441753762636,0.711815825148909,0.0,17.050286239568187,1209.1448758842955,-10.731594500557986,402.8831288560487,2347.7485058424027,2473.720331
08/06/2016,8.01192552674232,97.85790271555447,0.0,0.0,0.0,8.192256327177159,0.0,160.17277186358203,-53.04176494977354,-89.65014985894538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.94646454954227,24.81293374653829,339.72037134348074,6.691927443018887,170.96818725203312,2.0336613575621536,0.0,20.19086400370839,1148.4748634734729,-10.734960662172824,402.8831288560487,2306.5303829875697,2340.825268
08/13/2016,6.875046892759213,98.37109539055504,0.0,0.0,0.0,8.251781972220334,0.0,164.01660004863763,-52.96055727035795,-89.6799338408704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.41613263601639,44.595828095977055,339.4090781080746,6.371868220270634,151.61941843666543,9.352148342874724,0.0,133.04445680443757,1145.2315844674783,-10.734471362665841,402.8831288560487,2449.0632057981215,2389.967544
08/20/2016,5.998309979804582,98.42484832882599,0.0,0.0,0.0,8.26497525182304,0.0,175.33009349095536,-52.856079895989495,-89.55346251897899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.56349602559993,26.855361460995404,340.33358925253856,6.6401856844498965,138.90495951725674,40.07358861884673,0.0,103.13756192391865,1154.7569480324419,-10.734960662172824,402.8831288560487,2414.0225433463643,2327.852966
08/27/2016,5.3300183871740705,98.43047866784745,0.0,0.0,0.0,8.267899473756168,0.0,182.8571230472186,-52.578377779610975,-89.39435372962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.93718314134991,97.05568741632186,336.3715140890654,6.514185682645208,162.96088536831476,1.7950521195946978,0.0,14.610274200303575,1205.0201468616115,-10.734960662172824,402.8831288560487,2417.3258851398455,2359.36827
